transect_id,region,latitude,longitude,slope,storm_count,storm_energy,depth_of_closure,geomorphology,longshore_direction,true_probability,label
TRX-0959,California Central Coast,36.90641,-121.99213,5.35,1,244.4,16.12,sandy,divergent,0.2876,0
TRX-0960,Outer Banks Transect,35.65426,-75.48105,11.73,16,365.7,5.98,defence structure,transitional,0.9738,1
TRX-0961,Adriatic Central Coast (Abruzzo),42.49647,14.533,10.83,21,199.7,17.1,sandy,convergent,0.7569,1
TRX-0962,Ligurian Littoral,44.33028,9.11484,3.25,7,408.7,12.0,sandy,divergent,0.6533,1
TRX-0963,Adriatic Central Coast (Abruzzo),42.29058,14.34209,10.38,4,299.7,12.94,gravel,transitional,0.6919,1
TRX-0964,Outer Banks Transect,35.68401,-75.69726,5.81,6,241.1,6.61,gravel,convergent,0.5367,1
TRX-0965,California Central Coast,36.99023,-121.98937,11.77,28,59.7,5.64,riverbank,convergent,0.8867,1
TRX-0966,Tyrrhenian Bay (Campania),40.84892,14.33552,11.65,4,273.4,11.04,riverbank,transitional,0.8253,1
TRX-0967,California Central Coast,36.86356,-121.96694,7.25,4,98.2,10.6,sandy,divergent,0.3782,0
TRX-0968,California Central Coast,36.80228,-122.08761,3.42,10,127.0,13.06,sandy,divergent,0.2537,0
TRX-0969,California Central Coast,37.00199,-122.19875,11.44,2,26.2,6.49,sandy,divergent,0.4193,0
TRX-0970,Outer Banks Transect,35.70112,-75.57834,5.83,18,409.4,7.0,dune,divergent,0.9016,1
TRX-0971,California Central Coast,36.83866,-122.00912,12.24,6,181.2,8.64,sandy,convergent,0.5673,1
TRX-0972,Tyrrhenian Bay (Campania),40.88943,14.34528,10.66,21,386.7,15.39,sandy,transitional,0.9712,1
TRX-0973,Tyrrhenian Bay (Campania),40.72798,14.24123,8.16,19,81.2,12.54,gravel,divergent,0.4262,0
TRX-0974,Ligurian Littoral,44.44502,9.24034,9.9,6,115.9,16.17,sandy,transitional,0.2987,0
TRX-0975,Ionian Barrier Spit,39.56789,16.59213,5.22,9,283.7,8.07,defence structure,transitional,0.4462,0
TRX-0976,Tyrrhenian Bay (Campania),40.73328,14.38816,2.24,5,133.0,16.13,sandy,transitional,0.1088,0
TRX-0977,Outer Banks Transect,35.92382,-75.68761,1.98,26,28.8,5.46,defence structure,convergent,0.2911,0
TRX-0978,Outer Banks Transect,35.84007,-75.61474,2.68,10,24.1,6.82,dune,transitional,0.1802,0
TRX-0979,Adriatic Central Coast (Abruzzo),42.23516,14.35284,4.86,20,260.0,4.57,gravel,convergent,0.771,1
TRX-0980,Adriatic Central Coast (Abruzzo),42.3554,14.47829,3.33,12,65.9,7.32,sandy,convergent,0.3378,0
TRX-0981,Ligurian Littoral,44.23028,9.19447,11.95,12,303.2,12.98,gravel,divergent,0.817,1
TRX-0982,Ionian Barrier Spit,39.42503,16.40936,10.7,23,132.4,9.61,dune,divergent,0.8381,1
TRX-0983,North Sea Barrier Island,53.3997,7.11175,9.25,14,373.1,10.01,dune,divergent,0.9418,1
TRX-0984,California Central Coast,36.85992,-122.09413,11.31,27,45.7,6.67,sandy,transitional,0.6957,1
TRX-0985,California Central Coast,36.88804,-121.95199,8.35,17,160.9,4.89,sandy,transitional,0.7342,1
TRX-0986,Tyrrhenian Bay (Campania),40.76456,14.2215,2.5,11,68.9,8.64,sandy,transitional,0.1963,0
TRX-0987,Gold Coast Spit,-27.92976,153.36647,3.52,3,174.2,12.32,gravel,convergent,0.1472,0
TRX-0988,Tyrrhenian Bay (Campania),40.87218,14.30388,8.78,14,147.1,8.66,sandy,divergent,0.7335,1
TRX-0989,Gold Coast Spit,-28.08596,153.35232,2.2,15,88.5,8.75,gravel,transitional,0.2363,0
TRX-0990,Adriatic Central Coast (Abruzzo),42.47349,14.33531,10.65,13,34.8,11.44,gravel,transitional,0.4538,0
TRX-0991,Adriatic Central Coast (Abruzzo),42.22084,14.27854,10.19,24,140.4,8.62,sandy,convergent,0.7539,1
TRX-0992,Adriatic Central Coast (Abruzzo),42.318,14.45894,6.12,28,276.4,16.34,riverbank,divergent,0.7551,1
TRX-0993,Tyrrhenian Bay (Campania),40.70879,14.12435,0.92,4,417.4,15.7,dune,convergent,0.5379,1
TRX-0994,Outer Banks Transect,35.89484,-75.58873,0.86,23,367.2,7.88,riverbank,convergent,0.8194,1
TRX-0995,North Sea Barrier Island,53.37251,7.1488,7.97,26,171.8,13.58,defence structure,transitional,0.6507,1
TRX-0996,Ligurian Littoral,44.37591,9.31634,12.1,14,274.8,13.19,gravel,convergent,0.8668,1
TRX-0997,Gold Coast Spit,-27.90162,153.5629,4.57,24,213.1,5.69,dune,divergent,0.7341,1
TRX-0998,Ionian Barrier Spit,39.54784,16.57058,3.21,3,50.1,10.93,sandy,transitional,0.2094,0
TRX-0999,Gold Coast Spit,-27.85445,153.32638,2.02,7,345.6,14.4,gravel,transitional,0.4974,0
TRX-1000,Ligurian Littoral,44.40434,9.0817,2.32,12,174.2,10.38,dune,convergent,0.302,0
TRX-1001,California Central Coast,36.85639,-122.11665,2.72,10,400.6,12.0,sandy,transitional,0.6808,1
TRX-1002,Adriatic Central Coast (Abruzzo),42.46823,14.30611,1.13,22,232.4,9.08,sandy,transitional,0.6399,1
TRX-1003,Outer Banks Transect,35.77944,-75.70481,6.68,17,153.5,10.24,sandy,convergent,0.3725,0
TRX-1004,Ionian Barrier Spit,39.4382,16.47081,7.75,17,263.0,11.24,sandy,convergent,0.8439,1
TRX-1005,Ionian Barrier Spit,39.63769,16.41587,1.42,2,250.1,7.6,gravel,convergent,0.3174,0
TRX-1006,California Central Coast,36.91757,-122.16961,9.39,23,127.3,7.17,riverbank,transitional,0.6679,1
TRX-1007,North Sea Barrier Island,53.56176,7.13639,0.84,6,221.3,13.61,gravel,transitional,0.2267,0
TRX-1008,Outer Banks Transect,35.85443,-75.70001,4.69,15,76.7,4.67,gravel,transitional,0.3461,0
TRX-1009,Ligurian Littoral,44.44231,9.31438,2.8,25,361.2,12.22,defence structure,transitional,0.6629,1
TRX-1010,Tyrrhenian Bay (Campania),40.71355,14.11522,8.76,10,354.1,11.33,sandy,convergent,0.8771,1
TRX-1011,Tyrrhenian Bay (Campania),40.73,14.35117,4.73,16,313.9,17.37,sandy,transitional,0.5847,1
TRX-1012,Outer Banks Transect,35.74034,-75.64988,6.86,22,362.8,16.23,dune,convergent,0.8713,1
TRX-1013,Adriatic Central Coast (Abruzzo),42.24437,14.3731,3.38,5,162.9,4.9,dune,transitional,0.337,0
TRX-1014,Tyrrhenian Bay (Campania),40.75815,14.39644,8.27,9,370.9,13.32,riverbank,transitional,0.8778,1
TRX-1015,Ligurian Littoral,44.22959,9.25372,11.19,13,255.7,16.79,sandy,convergent,0.6554,1
TRX-1016,Tyrrhenian Bay (Campania),40.83004,14.24651,12.13,26,158.8,5.93,sandy,divergent,0.8623,1
TRX-1017,Ligurian Littoral,44.2899,9.09507,12.11,20,243.3,6.61,gravel,convergent,0.881,1
TRX-1018,Ionian Barrier Spit,39.43491,16.52792,1.42,10,22.0,9.08,riverbank,convergent,0.1889,0
TRX-1019,Ligurian Littoral,44.25507,9.13498,10.85,22,403.4,11.79,defence structure,divergent,0.9877,1
TRX-1020,California Central Coast,36.97557,-122.17578,3.36,16,393.2,7.73,dune,transitional,0.8735,1
TRX-1021,California Central Coast,37.09007,-122.17056,3.86,10,258.8,6.75,gravel,divergent,0.5529,1
TRX-1022,Ionian Barrier Spit,39.42501,16.47489,3.13,10,54.2,11.87,dune,transitional,0.1758,0
TRX-1023,California Central Coast,37.03472,-121.94984,1.92,17,196.8,8.57,defence structure,divergent,0.3414,0
TRX-1024,California Central Coast,37.08843,-122.06161,11.48,1,403.0,9.97,dune,transitional,0.9689,1
TRX-1025,North Sea Barrier Island,53.58599,7.2241,5.17,20,237.3,11.85,sandy,divergent,0.6391,1
TRX-1026,Adriatic Central Coast (Abruzzo),42.33884,14.4789,6.86,27,41.7,5.21,riverbank,transitional,0.7066,1
TRX-1027,Outer Banks Transect,35.8283,-75.50342,7.42,23,152.5,5.29,dune,transitional,0.77,1
TRX-1028,Ionian Barrier Spit,39.50488,16.51861,12.12,5,109.4,13.28,riverbank,transitional,0.3626,0
TRX-1029,North Sea Barrier Island,53.56574,7.33096,10.23,20,295.1,5.99,sandy,transitional,0.9561,1
TRX-1030,Ionian Barrier Spit,39.38108,16.3574,6.72,13,42.3,6.08,gravel,divergent,0.3917,0
TRX-1031,Ionian Barrier Spit,39.60252,16.51402,10.41,22,195.7,13.06,sandy,convergent,0.7754,1
TRX-1032,Ionian Barrier Spit,39.40123,16.5725,7.2,16,212.2,8.26,sandy,transitional,0.7108,1
TRX-1033,Outer Banks Transect,35.85031,-75.63264,8.96,4,205.6,15.08,sandy,convergent,0.4461,0
TRX-1034,North Sea Barrier Island,53.36023,7.24513,8.49,15,37.1,16.29,defence structure,transitional,0.2483,0
TRX-1035,Gold Coast Spit,-28.01693,153.56453,4.99,28,364.4,7.24,defence structure,transitional,0.8514,1
TRX-1036,Ligurian Littoral,44.25556,9.26576,4.77,23,363.5,6.32,riverbank,transitional,0.8846,1
TRX-1037,California Central Coast,36.82046,-121.9482,6.46,16,262.3,6.84,dune,transitional,0.771,1
TRX-1038,Outer Banks Transect,35.82666,-75.57578,7.64,27,181.5,5.08,riverbank,convergent,0.7727,1
TRX-1039,Tyrrhenian Bay (Campania),40.89958,14.25983,8.75,11,324.0,17.26,riverbank,divergent,0.824,1
TRX-1040,Ligurian Littoral,44.36845,9.16523,12.19,3,44.8,7.76,sandy,divergent,0.5981,1
TRX-1041,Gold Coast Spit,-27.87099,153.45196,10.64,6,148.5,13.58,sandy,divergent,0.4067,0
TRX-1042,North Sea Barrier Island,53.49733,7.25365,3.44,24,84.8,15.08,riverbank,convergent,0.3118,0
TRX-1043,Adriatic Central Coast (Abruzzo),42.38873,14.4506,3.18,26,76.2,4.57,dune,transitional,0.6662,1
TRX-1044,Gold Coast Spit,-28.04296,153.33224,10.48,17,160.8,12.54,gravel,convergent,0.4624,0
TRX-1045,Tyrrhenian Bay (Campania),40.83166,14.29764,11.03,19,51.3,14.67,sandy,convergent,0.4607,0
TRX-1046,Outer Banks Transect,35.65676,-75.5036,4.19,27,120.6,13.64,sandy,divergent,0.6857,1
TRX-1047,North Sea Barrier Island,53.37243,7.22261,10.78,20,220.0,9.69,sandy,transitional,0.8865,1
TRX-1048,North Sea Barrier Island,53.54597,7.05968,5.73,7,153.8,14.44,sandy,transitional,0.3422,0
TRX-1049,Outer Banks Transect,35.92725,-75.551,11.08,8,217.4,14.97,dune,transitional,0.7098,1
TRX-1050,Outer Banks Transect,35.94432,-75.46503,7.8,20,391.7,16.04,gravel,convergent,0.81,1
TRX-1051,Adriatic Central Coast (Abruzzo),42.23122,14.39898,3.44,12,192.6,8.44,riverbank,divergent,0.5261,1
TRX-1052,Ionian Barrier Spit,39.51026,16.60809,8.78,24,27.2,10.77,gravel,transitional,0.4701,0
TRX-1053,Ligurian Littoral,44.27892,9.17805,2.41,15,67.2,12.5,defence structure,transitional,0.1129,0
TRX-1054,Ionian Barrier Spit,39.41961,16.52659,3.46,24,321.0,15.0,gravel,convergent,0.7549,1
TRX-1055,Adriatic Central Coast (Abruzzo),42.46198,14.32498,1.47,2,70.7,6.85,sandy,transitional,0.1366,0
TRX-1056,North Sea Barrier Island,53.38891,7.16935,8.49,22,50.7,7.75,gravel,transitional,0.464,0
TRX-1057,Outer Banks Transect,35.91929,-75.49237,5.99,10,396.6,14.64,sandy,transitional,0.7211,1
TRX-1058,Tyrrhenian Bay (Campania),40.7162,14.38013,9.05,20,214.5,5.52,defence structure,divergent,0.7905,1
TRX-1059,Ionian Barrier Spit,39.44148,16.51589,2.24,24,346.6,6.35,defence structure,transitional,0.7216,1
TRX-1060,Tyrrhenian Bay (Campania),40.70639,14.3609,3.96,19,173.7,15.25,sandy,convergent,0.3272,0
TRX-1061,California Central Coast,36.94861,-121.94117,5.3,2,109.8,9.43,dune,transitional,0.2384,0
TRX-1062,Outer Banks Transect,35.93117,-75.47698,9.63,11,389.1,16.3,riverbank,transitional,0.9198,1
TRX-1063,Adriatic Central Coast (Abruzzo),42.30228,14.49877,5.88,14,333.0,16.57,dune,divergent,0.5497,1
TRX-1064,North Sea Barrier Island,53.60755,7.33139,6.22,19,307.7,14.5,sandy,divergent,0.7468,1
TRX-1065,Gold Coast Spit,-27.87631,153.5474,2.34,1,132.3,13.37,sandy,divergent,0.1662,0
TRX-1066,California Central Coast,36.81158,-122.11772,3.94,9,333.0,15.03,dune,convergent,0.4143,0
TRX-1067,Outer Banks Transect,35.9008,-75.49572,5.99,1,196.0,10.56,defence structure,transitional,0.2601,0
TRX-1068,Adriatic Central Coast (Abruzzo),42.37387,14.27386,11.3,18,145.6,5.33,sandy,divergent,0.7674,1
TRX-1069,North Sea Barrier Island,53.42786,7.19848,3.46,6,78.8,12.53,sandy,convergent,0.2264,0
TRX-1070,Gold Coast Spit,-27.92603,153.28259,9.19,2,400.7,17.4,defence structure,convergent,0.779,1
TRX-1071,Outer Banks Transect,35.81213,-75.73658,3.55,4,51.0,10.27,gravel,convergent,0.0877,0
TRX-1072,California Central Coast,36.82142,-122.07206,4.11,1,150.6,14.75,sandy,transitional,0.2181,0
TRX-1073,Outer Banks Transect,35.79121,-75.45795,8.08,6,167.3,8.28,sandy,transitional,0.5213,1
TRX-1074,Outer Banks Transect,35.80324,-75.51574,6.75,19,305.1,16.72,sandy,transitional,0.789,1
TRX-1075,Ligurian Littoral,44.26433,9.34935,1.72,3,403.5,17.4,dune,divergent,0.359,0
TRX-1076,Tyrrhenian Bay (Campania),40.95428,14.26833,1.4,16,283.7,11.26,sandy,convergent,0.409,0
TRX-1077,North Sea Barrier Island,53.62332,7.14861,10.15,12,112.4,8.59,defence structure,transitional,0.2502,0
TRX-1078,California Central Coast,36.90856,-122.0944,6.72,12,281.3,12.37,gravel,transitional,0.6852,1
TRX-1079,Ligurian Littoral,44.42772,9.12348,11.44,22,253.9,6.3,sandy,convergent,0.9284,1
TRX-1080,California Central Coast,36.95151,-122.15548,6.58,25,99.2,6.84,gravel,convergent,0.5909,1
TRX-1081,California Central Coast,36.87901,-122.03363,11.68,24,60.4,15.8,riverbank,convergent,0.5542,1
TRX-1082,California Central Coast,37.07128,-122.09369,5.51,18,116.6,8.31,sandy,divergent,0.5906,1
TRX-1083,Outer Banks Transect,35.82744,-75.56501,12.43,2,49.5,16.47,defence structure,divergent,0.126,0
TRX-1084,California Central Coast,36.88679,-122.05687,2.37,6,309.5,12.16,riverbank,transitional,0.3269,0
TRX-1085,Ligurian Littoral,44.41868,9.22807,5.13,21,201.4,8.67,sandy,divergent,0.6914,1
TRX-1086,Ionian Barrier Spit,39.4392,16.45234,7.4,17,251.9,15.47,gravel,transitional,0.7426,1
TRX-1087,Outer Banks Transect,35.87719,-75.46395,1.29,24,373.0,14.0,gravel,convergent,0.6935,1
TRX-1088,Outer Banks Transect,35.73544,-75.71443,4.0,15,109.5,6.7,defence structure,convergent,0.2518,0
TRX-1089,Tyrrhenian Bay (Campania),40.97735,14.30993,2.45,7,240.9,11.11,sandy,transitional,0.5473,1
TRX-1090,Ionian Barrier Spit,39.352,16.59975,1.1,7,132.7,16.82,gravel,transitional,0.1239,0
TRX-1091,Ligurian Littoral,44.39931,9.13848,2.08,23,387.7,6.06,riverbank,transitional,0.8787,1
TRX-1092,North Sea Barrier Island,53.56949,7.08494,4.94,3,317.7,7.39,sandy,convergent,0.5697,1
TRX-1093,Outer Banks Transect,35.73283,-75.56081,6.8,25,49.6,13.44,riverbank,convergent,0.5414,1
TRX-1094,Outer Banks Transect,35.70712,-75.58255,10.6,21,34.3,12.75,sandy,convergent,0.5603,1
TRX-1095,California Central Coast,37.06163,-122.13394,3.09,16,80.6,15.08,dune,convergent,0.2703,0
TRX-1096,Ionian Barrier Spit,39.35096,16.37018,7.33,7,304.0,5.0,dune,transitional,0.8972,1
TRX-1097,Ionian Barrier Spit,39.54131,16.49527,8.49,6,371.2,15.43,riverbank,transitional,0.7476,1
TRX-1098,Outer Banks Transect,35.81302,-75.66137,3.36,25,325.6,9.95,gravel,convergent,0.7295,1
TRX-1099,California Central Coast,36.83475,-122.06058,4.53,4,159.0,9.68,sandy,divergent,0.4179,0
TRX-1100,California Central Coast,37.00617,-122.19131,3.93,7,375.9,14.68,sandy,divergent,0.441,0
TRX-1101,North Sea Barrier Island,53.5525,7.17337,10.27,14,179.5,16.36,sandy,divergent,0.4914,0
TRX-1102,North Sea Barrier Island,53.48429,7.11639,11.04,18,102.5,12.63,defence structure,transitional,0.6048,1
TRX-1103,Outer Banks Transect,35.68876,-75.58807,11.92,1,341.0,5.67,dune,divergent,0.9574,1
TRX-1104,Adriatic Central Coast (Abruzzo),42.35559,14.35863,3.12,6,355.3,9.64,dune,convergent,0.4393,0
TRX-1105,Ligurian Littoral,44.4232,9.14945,3.32,24,119.5,4.68,riverbank,divergent,0.5644,1
TRX-1106,Gold Coast Spit,-28.08731,153.35493,1.08,21,329.0,7.72,sandy,convergent,0.7003,1
TRX-1107,California Central Coast,36.99658,-122.16064,9.46,9,364.8,5.49,gravel,divergent,0.938,1
TRX-1108,Ligurian Littoral,44.17867,9.22646,5.38,27,262.3,8.56,sandy,transitional,0.8328,1
TRX-1109,Adriatic Central Coast (Abruzzo),42.29065,14.38767,1.97,21,250.5,9.4,gravel,convergent,0.464,0
TRX-1110,North Sea Barrier Island,53.6223,7.20996,3.66,1,417.3,13.96,defence structure,divergent,0.4698,0
TRX-1111,Tyrrhenian Bay (Campania),40.83568,14.28336,1.09,25,112.8,9.31,dune,transitional,0.4193,0
TRX-1112,Tyrrhenian Bay (Campania),40.72862,14.16078,10.92,16,257.4,5.59,gravel,divergent,0.9396,1
TRX-1113,Ionian Barrier Spit,39.36768,16.49803,5.62,24,155.1,6.46,sandy,transitional,0.7078,1
TRX-1114,Ionian Barrier Spit,39.57651,16.58841,7.18,11,403.8,7.56,gravel,transitional,0.8917,1
TRX-1115,Tyrrhenian Bay (Campania),40.97637,14.23771,1.71,5,322.8,6.61,dune,convergent,0.2949,0
TRX-1116,Adriatic Central Coast (Abruzzo),42.46565,14.39856,8.13,17,214.9,14.24,gravel,transitional,0.6644,1
TRX-1117,North Sea Barrier Island,53.38527,7.34872,9.22,22,128.4,8.69,riverbank,transitional,0.7317,1
TRX-1118,Ionian Barrier Spit,39.59084,16.6356,5.14,20,120.5,10.52,defence structure,divergent,0.4878,0
TRX-1119,Ligurian Littoral,44.19927,9.26452,6.34,11,186.5,6.45,sandy,divergent,0.5913,1
TRX-1120,Tyrrhenian Bay (Campania),40.86132,14.20931,1.51,15,257.8,5.37,dune,divergent,0.7117,1
TRX-1121,Outer Banks Transect,35.83865,-75.47164,4.01,27,384.6,10.04,dune,transitional,0.8993,1
TRX-1122,Ionian Barrier Spit,39.37324,16.39573,9.35,9,91.3,11.83,sandy,transitional,0.2152,0
TRX-1123,California Central Coast,36.89905,-121.96841,7.73,9,406.7,14.08,dune,divergent,0.903,1
TRX-1124,Ionian Barrier Spit,39.64673,16.3774,10.2,5,77.3,10.68,sandy,convergent,0.3105,0
TRX-1125,Adriatic Central Coast (Abruzzo),42.24109,14.49217,5.78,16,150.8,11.0,sandy,transitional,0.435,0
TRX-1126,Gold Coast Spit,-27.9935,153.52159,4.51,3,373.3,15.45,defence structure,divergent,0.4563,0
TRX-1127,North Sea Barrier Island,53.5634,7.30196,7.36,16,298.0,7.76,sandy,divergent,0.8589,1
TRX-1128,Outer Banks Transect,35.90661,-75.51878,4.85,14,105.5,11.78,defence structure,divergent,0.2447,0
TRX-1129,California Central Coast,36.91226,-121.92004,12.45,7,196.8,11.34,sandy,transitional,0.7124,1
TRX-1130,North Sea Barrier Island,53.50084,7.0539,3.99,21,130.0,10.72,sandy,transitional,0.5478,1
TRX-1131,North Sea Barrier Island,53.43225,7.06717,7.49,1,365.3,16.56,defence structure,transitional,0.4635,0
TRX-1132,Tyrrhenian Bay (Campania),40.71146,14.11865,11.26,5,302.3,6.8,riverbank,convergent,0.887,1
TRX-1133,Tyrrhenian Bay (Campania),40.71681,14.30124,1.53,4,363.2,8.11,riverbank,transitional,0.5199,1
TRX-1134,Outer Banks Transect,35.91932,-75.69924,12.34,24,397.7,11.21,defence structure,transitional,0.9864,1
TRX-1135,Adriatic Central Coast (Abruzzo),42.21949,14.49751,6.67,24,126.7,6.74,sandy,transitional,0.6721,1
TRX-1136,Adriatic Central Coast (Abruzzo),42.29335,14.41817,2.18,15,247.3,13.55,dune,transitional,0.3961,0
TRX-1137,Tyrrhenian Bay (Campania),40.9754,14.16475,1.81,11,256.5,17.05,dune,divergent,0.3963,0
TRX-1138,Tyrrhenian Bay (Campania),40.96316,14.39297,4.4,22,276.9,16.22,sandy,divergent,0.7439,1
TRX-1139,Ligurian Littoral,44.24315,9.16379,4.16,9,76.2,8.6,sandy,convergent,0.2718,0
TRX-1140,North Sea Barrier Island,53.42781,7.18188,1.88,12,251.5,9.04,dune,transitional,0.4759,0
TRX-1141,Ligurian Littoral,44.16102,9.30042,5.31,18,247.5,17.42,gravel,transitional,0.4428,0
TRX-1142,Outer Banks Transect,35.8599,-75.59887,10.51,26,127.6,11.17,sandy,convergent,0.6664,1
TRX-1143,North Sea Barrier Island,53.35943,7.08459,8.5,6,210.1,10.57,sandy,transitional,0.4436,0
TRX-1144,Outer Banks Transect,35.86039,-75.56116,10.97,1,83.5,10.68,sandy,divergent,0.2186,0
TRX-1145,Ligurian Littoral,44.42394,9.14188,6.26,6,320.8,10.21,dune,transitional,0.6551,1
TRX-1146,Gold Coast Spit,-27.84977,153.34577,5.17,11,213.0,9.71,sandy,divergent,0.4226,0
TRX-1147,Ionian Barrier Spit,39.57895,16.62026,6.73,14,190.4,8.0,dune,transitional,0.6575,1
TRX-1148,North Sea Barrier Island,53.61598,7.33957,11.83,7,400.6,11.88,sandy,transitional,0.9793,1
TRX-1149,Adriatic Central Coast (Abruzzo),42.4911,14.34278,9.76,26,158.4,9.65,gravel,transitional,0.7476,1
TRX-1150,North Sea Barrier Island,53.37411,7.12086,3.18,3,309.7,6.5,gravel,divergent,0.5269,1
TRX-1151,Adriatic Central Coast (Abruzzo),42.3432,14.35341,6.31,22,177.6,7.26,gravel,transitional,0.5883,1
TRX-1152,Tyrrhenian Bay (Campania),40.81627,14.20551,11.74,13,329.3,16.17,riverbank,divergent,0.9419,1
TRX-1153,California Central Coast,36.97908,-122.03977,4.86,22,316.2,12.12,sandy,transitional,0.7878,1
TRX-1154,Outer Banks Transect,35.80044,-75.74952,7.81,13,385.8,12.89,sandy,convergent,0.8445,1
TRX-1155,Ionian Barrier Spit,39.44058,16.37786,5.29,6,190.3,8.2,gravel,divergent,0.5956,1
TRX-1156,California Central Coast,36.85386,-122.08054,6.85,4,206.0,5.57,dune,convergent,0.5534,1
TRX-1157,California Central Coast,37.04107,-122.19633,4.53,19,222.8,13.42,sandy,transitional,0.5274,1
TRX-1158,Adriatic Central Coast (Abruzzo),42.29089,14.32759,8.22,20,342.9,16.31,gravel,divergent,0.8339,1
TRX-1159,Outer Banks Transect,35.90325,-75.45847,2.11,6,412.3,11.41,gravel,transitional,0.5616,1
TRX-1160,North Sea Barrier Island,53.40928,7.29385,9.31,15,194.0,10.54,sandy,divergent,0.7611,1
TRX-1161,Gold Coast Spit,-27.98987,153.53675,8.83,9,190.3,13.27,dune,convergent,0.4647,0
TRX-1162,California Central Coast,36.80526,-122.10261,8.24,20,64.7,14.01,gravel,transitional,0.4442,0
TRX-1163,Ligurian Littoral,44.17521,9.07837,9.3,21,217.4,16.11,sandy,transitional,0.6064,1
TRX-1164,Gold Coast Spit,-28.08781,153.36798,1.25,20,410.7,12.79,riverbank,transitional,0.6406,1
TRX-1165,Tyrrhenian Bay (Campania),40.80133,14.30102,4.33,13,29.0,16.85,sandy,transitional,0.245,0
TRX-1166,California Central Coast,37.08955,-121.96191,7.48,10,266.2,11.51,riverbank,transitional,0.5742,1
TRX-1167,Adriatic Central Coast (Abruzzo),42.31227,14.39188,9.7,14,129.9,13.46,sandy,transitional,0.5882,1
TRX-1168,Ligurian Littoral,44.35346,9.1318,5.56,1,332.8,13.04,sandy,transitional,0.5417,1
TRX-1169,Outer Banks Transect,35.67914,-75.68255,9.1,8,45.5,8.24,dune,divergent,0.3135,0
TRX-1170,Outer Banks Transect,35.81244,-75.60732,7.32,11,156.2,9.0,gravel,transitional,0.3632,0
TRX-1171,Gold Coast Spit,-28.03681,153.47932,8.67,9,181.2,13.09,dune,convergent,0.2257,0
TRX-1172,Tyrrhenian Bay (Campania),40.76227,14.40546,5.12,10,320.3,10.37,gravel,convergent,0.5664,1
TRX-1173,Ligurian Littoral,44.33728,9.21947,5.66,25,29.4,17.15,gravel,transitional,0.2927,0
TRX-1174,Ligurian Littoral,44.26353,9.33465,2.24,13,107.3,17.4,dune,convergent,0.3155,0
TRX-1175,Ligurian Littoral,44.38006,9.34531,12.25,18,183.4,14.27,gravel,transitional,0.6111,1
TRX-1176,Tyrrhenian Bay (Campania),40.89927,14.31605,8.21,21,147.1,11.46,gravel,divergent,0.6706,1
TRX-1177,Gold Coast Spit,-27.87295,153.35589,11.62,6,389.6,6.81,sandy,transitional,0.9723,1
TRX-1178,Ligurian Littoral,44.35501,9.0795,7.59,14,409.7,9.83,dune,transitional,0.9558,1
TRX-1179,Ligurian Littoral,44.33291,9.20101,1.74,19,312.9,16.79,sandy,convergent,0.4203,0
TRX-1180,Tyrrhenian Bay (Campania),40.98555,14.11682,7.84,26,281.6,11.68,riverbank,divergent,0.8892,1
TRX-1181,Ligurian Littoral,44.28733,9.26692,3.6,16,394.9,16.48,sandy,convergent,0.6849,1
TRX-1182,Gold Coast Spit,-27.96224,153.4751,5.99,8,338.7,17.15,gravel,convergent,0.4425,0
TRX-1183,Outer Banks Transect,35.91163,-75.47734,3.66,24,405.0,4.59,sandy,transitional,0.9576,1
TRX-1184,California Central Coast,36.82111,-122.07487,3.84,23,234.9,13.81,dune,divergent,0.4702,0
TRX-1185,Adriatic Central Coast (Abruzzo),42.33156,14.49833,1.5,26,179.4,15.19,dune,transitional,0.4904,0
TRX-1186,Gold Coast Spit,-27.97142,153.30722,2.51,9,323.2,12.04,riverbank,divergent,0.4403,0
TRX-1187,Outer Banks Transect,35.77387,-75.64805,11.48,26,213.0,7.94,sandy,transitional,0.8582,1
TRX-1188,Ionian Barrier Spit,39.57709,16.45273,8.86,11,334.9,13.59,dune,transitional,0.8836,1
TRX-1189,Ligurian Littoral,44.19441,9.13653,3.39,12,245.4,13.78,sandy,divergent,0.4103,0
TRX-1190,Gold Coast Spit,-27.89802,153.31633,10.22,5,78.6,8.3,gravel,transitional,0.2901,0
TRX-1191,Adriatic Central Coast (Abruzzo),42.45528,14.42497,2.54,1,123.8,13.87,dune,divergent,0.1133,0
TRX-1192,Ligurian Littoral,44.44172,9.24316,7.67,17,145.7,9.37,riverbank,transitional,0.6532,1
TRX-1193,Ligurian Littoral,44.41123,9.19462,6.46,13,25.7,16.81,sandy,transitional,0.2106,0
TRX-1194,Tyrrhenian Bay (Campania),40.895,14.21695,6.17,21,382.5,15.42,riverbank,divergent,0.9074,1
TRX-1195,Ionian Barrier Spit,39.57241,16.45907,1.18,21,59.5,8.78,sandy,transitional,0.2335,0
TRX-1196,Tyrrhenian Bay (Campania),40.99113,14.12679,7.43,8,117.9,14.86,sandy,divergent,0.2996,0
TRX-1197,Ionian Barrier Spit,39.4185,16.56521,2.88,20,126.3,8.11,dune,divergent,0.7019,1
TRX-1198,Ligurian Littoral,44.30677,9.06826,3.46,19,324.7,10.7,sandy,divergent,0.6817,1
